nt n factor policy kernel bw
7 331776 2 2d-mdrange Copy 312.2047
7 331776 2 2d-mdrange Scale 314.6101
7 331776 2 2d-mdrange Add 417.6128
7 331776 2 2d-mdrange Triad 425.8999
7 262144 2 3d-mdrange Set 174.7190
7 262144 2 3d-mdrange Copy 255.5632
7 262144 2 3d-mdrange Scale 255.2522
7 262144 2 3d-mdrange Add 331.8979
7 262144 2 3d-mdrange Triad 335.0618
7 331776 2 4d-mdrange Set 187.6163
7 331776 2 4d-mdrange Copy 268.3865
7 331776 2 4d-mdrange Scale 269.3534
7 331776 2 4d-mdrange Add 365.8790
7 331776 2 4d-mdrange Triad 372.7471
7 331776 4 2d-mdrange Set 203.4655
7 331776 4 2d-mdrange Copy 309.2942
7 331776 4 2d-mdrange Scale 310.3792
7 331776 4 2d-mdrange Add 400.9781
7 331776 4 2d-mdrange Triad 418.4908
7 262144 4 3d-mdrange Set 175.8913
7 262144 4 3d-mdrange Copy 244.8085
7 262144 4 3d-mdrange Scale 243.7982
7 262144 4 3d-mdrange Add 317.3016
7 262144 4 3d-mdrange Triad 321.3534
7 331776 4 4d-mdrange Set 180.2151
7 331776 4 4d-mdrange Copy 252.5292
7 331776 4 4d-mdrange Scale 246.5361
7 331776 4 4d-mdrange Add 337.1707
7 331776 4 4d-mdrange Triad 339.0370
7 331776 8 2d-mdrange Set 202.6887
7 331776 8 2d-mdrange Copy 297.6571
7 331776 8 2d-mdrange Scale 292.2332
7 331776 8 2d-mdrange Add 383.7409
7 331776 8 2d-mdrange Triad 389.5609
7 262144 8 3d-mdrange Set 148.0308
7 262144 8 3d-mdrange Copy 194.5230
7 262144 8 3d-mdrange Scale 189.7618
7 262144 8 3d-mdrange Add 248.8807
7 262144 8 3d-mdrange Triad 238.2045
7 331776 8 4d-mdrange Set 175.3110
7 331776 8 4d-mdrange Copy 238.0135
7 331776 8 4d-mdrange Scale 235.6782
7 331776 8 4d-mdrange Add 299.4368
7 331776 8 4d-mdrange Triad 297.6459
7 331776 16 2d-mdrange Set 181.9446
7 331776 16 2d-mdrange Copy 229.6524
7 331776 16 2d-mdrange Scale 221.3039
7 331776 16 2d-mdrange Add 293.2610
7 331776 16 2d-mdrange Triad 291.6392
7 262144 16 3d-mdrange Set 109.4090
7 262144 16 3d-mdrange Copy 142.4357
7 262144 16 3d-mdrange Scale 143.1650
7 262144 16 3d-mdrange Add 165.3731
7 262144 16 3d-mdrange Triad 168.7079
7 331776 16 4d-mdrange Set 135.8555
7 331776 16 4d-mdrange Copy 172.3512
7 331776 16 4d-mdrange Scale 172.4071
7 331776 16 4d-mdrange Add 204.0338
7 331776 16 4d-mdrange Triad 204.3008
7 331776 32 2d-mdrange Set 139.0584
7 331776 32 2d-mdrange Copy 163.8248
7 331776 32 2d-mdrange Scale 163.6733
7 331776 32 2d-mdrange Add 193.5494
7 331776 32 2d-mdrange Triad 193.8321
7 262144 32 3d-mdrange Set 107.5022
7 262144 32 3d-mdrange Copy 140.8052
7 262144 32 3d-mdrange Scale 137.1584
7 262144 32 3d-mdrange Add 163.9937
7 262144 32 3d-mdrange Triad 166.8644
7 331776 64 2d-mdrange Set 132.1883
7 331776 64 2d-mdrange Copy 163.0649
7 331776 64 2d-mdrange Scale 162.4213
7 331776 64 2d-mdrange Add 190.0751
7 331776 64 2d-mdrange Triad 187.9218
7 262144 64 3d-mdrange Set 105.0256
7 262144 64 3d-mdrange Copy 138.9855
7 262144 64 3d-mdrange Scale 139.1238
7 262144 64 3d-mdrange Add 167.5354
7 262144 64 3d-mdrange Triad 168.4775
7 1048576 1 2d-mdrange Set 393.0747
7 1048576 1 2d-mdrange Copy 668.9747
7 1048576 1 2d-mdrange Scale 660.5463
7 1048576 1 2d-mdrange Add 805.8221
7 1048576 1 2d-mdrange Triad 800.9237
7 2097152 1 3d-mdrange Set 614.4825
7 2097152 1 3d-mdrange Copy 839.1125
7 2097152 1 3d-mdrange Scale 852.7825
7 2097152 1 3d-mdrange Add 925.1121
7 2097152 1 3d-mdrange Triad 904.6272
7 1048576 1 4d-mdrange Set 369.4771
7 1048576 1 4d-mdrange Copy 499.9915
7 1048576 1 4d-mdrange Scale 507.0943
7 1048576 1 4d-mdrange Add 604.6425
7 1048576 1 4d-mdrange Triad 586.7117
7 1048576 2 2d-mdrange Set 394.1830
7 1048576 2 2d-mdrange Copy 626.9044
7 1048576 2 2d-mdrange Scale 624.8032
7 1048576 2 2d-mdrange Add 709.3160
7 1048576 2 2d-mdrange Triad 702.7793
7 2097152 2 3d-mdrange Set 617.4450
7 2097152 2 3d-mdrange Copy 796.0530
7 2097152 2 3d-mdrange Scale 814.0328
7 2097152 2 3d-mdrange Add 856.3591
7 2097152 2 3d-mdrange Triad 851.5633
7 1048576 2 4d-mdrange Set 371.4403
7 1048576 2 4d-mdrange Copy 475.0196
7 1048576 2 4d-mdrange Scale 474.8851
7 1048576 2 4d-mdrange Add 525.4593
7 1048576 2 4d-mdrange Triad 549.2443
7 1048576 4 2d-mdrange Set 390.3312
7 1048576 4 2d-mdrange Copy 598.8655
7 1048576 4 2d-mdrange Scale 595.2534
7 1048576 4 2d-mdrange Add 643.5285
7 1048576 4 2d-mdrange Triad 645.0295
7 2097152 4 3d-mdrange Set 611.5706
7 2097152 4 3d-mdrange Copy 689.9236
7 2097152 4 3d-mdrange Scale 693.5026
7 2097152 4 3d-mdrange Add 699.7310
7 2097152 4 3d-mdrange Triad 709.1162
7 1048576 4 4d-mdrange Set 369.6399
7 1048576 4 4d-mdrange Copy 393.3420
7 1048576 4 4d-mdrange Scale 390.6857
7 1048576 4 4d-mdrange Add 417.4337
7 1048576 4 4d-mdrange Triad 432.0832
7 1048576 8 2d-mdrange Set 391.0408
7 1048576 8 2d-mdrange Copy 551.3561
7 1048576 8 2d-mdrange Scale 560.9608
7 1048576 8 2d-mdrange Add 604.2070
7 1048576 8 2d-mdrange Triad 605.9528
7 2097152 8 3d-mdrange Set 404.5530
7 2097152 8 3d-mdrange Copy 414.4211
7 2097152 8 3d-mdrange Scale 415.2416
7 2097152 8 3d-mdrange Add 415.6000
7 2097152 8 3d-mdrange Triad 410.5723
7 1048576 8 4d-mdrange Set 276.2227
7 1048576 8 4d-mdrange Copy 287.1680
7 1048576 8 4d-mdrange Scale 288.2535
7 1048576 8 4d-mdrange Add 322.4693
7 1048576 8 4d-mdrange Triad 321.8877
7 1048576 16 2d-mdrange Set 290.2030
