nt n policy kernel bw
48 438976000 3d-mdrange Triad 148.7309
48 429981696 4d-mdrange Set 92.3489
48 429981696 4d-mdrange Copy 115.4028
48 429981696 4d-mdrange Scale 118.2474
48 429981696 4d-mdrange Add 126.2903
48 429981696 4d-mdrange Triad 127.1373
48 380204032 5d-mdrange Set 87.9207
48 380204032 5d-mdrange Copy 99.8775
48 380204032 5d-mdrange Scale 100.1851
48 380204032 5d-mdrange Add 99.1945
48 380204032 5d-mdrange Triad 99.8778
48 655360000 range Set 120.0290
48 655360000 range Copy 168.0560
48 655360000 range Scale 165.8584
48 655360000 range Add 217.1897
48 655360000 range Triad 217.3538
48 655360000 2d-mdrange Set 118.1528
48 655360000 2d-mdrange Copy 161.6855
48 655360000 2d-mdrange Scale 162.7850
48 655360000 2d-mdrange Add 193.6708
48 655360000 2d-mdrange Triad 194.5522
48 636056000 3d-mdrange Set 105.1674
48 636056000 3d-mdrange Copy 137.3623
48 636056000 3d-mdrange Scale 134.6744
48 636056000 3d-mdrange Add 155.2722
48 636056000 3d-mdrange Triad 153.9906
48 655360000 4d-mdrange Set 90.0720
48 655360000 4d-mdrange Copy 113.8085
48 655360000 4d-mdrange Scale 116.4049
48 655360000 4d-mdrange Add 129.9306
48 655360000 4d-mdrange Triad 130.0833
48 656356768 5d-mdrange Set 88.5756
48 656356768 5d-mdrange Copy 101.5642
48 656356768 5d-mdrange Scale 97.0266
48 656356768 5d-mdrange Add 100.9102
48 656356768 5d-mdrange Triad 101.2528
48 1358954496 range Set 118.4240
48 1358954496 range Copy 177.6002
48 1358954496 range Scale 173.4298
48 1358954496 range Add 212.2594
48 1358954496 range Triad 212.5418
48 1358954496 2d-mdrange Set 114.3947
48 1358954496 2d-mdrange Copy 160.1799
48 1358954496 2d-mdrange Scale 161.0569
48 1358954496 2d-mdrange Add 193.6023
48 1358954496 2d-mdrange Triad 194.2475
48 1331000000 3d-mdrange Set 108.9347
48 1331000000 3d-mdrange Copy 142.2333
